model,record_type,term,value,condition_number,bp_pvalue,n_cooks_over_4n,max_cooks_distance,max_leverage,max_abs_studentized_residual
Model A,vif,C(romantic)[T.yes],1.146781049593439,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,age,1.7936717898143897,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,Medu,2.9222399538473027,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,Fedu,2.1308598959319554,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,traveltime,1.305094480064117,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,studytime,1.3606716492878579,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,failures,1.4309310866356282,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,famrel,1.1352691830120931,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,freetime,1.3123194052119675,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,goout,1.4584891776640234,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,Dalc,2.0280026230333656,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,Walc,2.381977186569295,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,health,1.169958844743536,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,vif,absences,1.2547140033036015,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,school=GP,349.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,school=MS,46.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,sex=F,208.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,sex=M,187.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,address=U,307.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
Model A,category_count,address=R,88.0,442.54406093881124,0.1652052681017793,31,0.03111986990172415,0.34049916577766703,3.396401620443167
